index,deltaThrottledTime,cpuacct.usage,deltaPeriods,throttledPercent,swap_bytes,mem_activity_in_mb,mem_activity_out_mb,mem_usage_bytes,cache_bytes,rssfile_kb,rssanon_kb,vmrss_kb,vmswap_kb,completedTaskCount,taskCount,corePoolSize,queueSize,activeCount,poolSize,sbp.com.sbt.dataspace.locks.TransactionLockProviderImpl_emtpy,sbp.com.sbt.dataspace.locks.TransactionLockProviderImpl_count:1;commands:c.ProductParty,sbp.com.sbt.dataspace.locks.TransactionLockProviderImpl_count:1;commands:c.Contract,sbp.com.sbt.dataspace.locks.TransactionLockProviderImpl_count:1;commands:g.Contract,sbp.sbt.dataspacecore.lib.packet.processor.PacketExecutorImpl_emtpy,sbp.sbt.dataspacecore.lib.packet.processor.PacketExecutorImpl_count:1;commands:c.ProductParty,sbp.sbt.dataspacecore.lib.packet.processor.PacketExecutorImpl_count:1;commands:c.Contract,sbp.sbt.dataspacecore.lib.packet.processor.PacketExecutorImpl_count:1;commands:g.Contract,sbp.sbt.dataspacecore.module.rpc.PacketRpcServiceImpl_emtpy,sbp.sbt.dataspacecore.module.rpc.PacketRpcServiceImpl_count:1;commands:c.ProductParty,sbp.sbt.dataspacecore.module.rpc.PacketRpcServiceImpl_count:1;commands:c.Contract,sbp.sbt.dataspacecore.module.rpc.PacketRpcServiceImpl_count:1;commands:g.Contract,ProxyDataSource.getConnection,batch,HikariProxyPreparedStatement.close,UPDATE,HikariProxyPreparedStatement.executeQuery,INSERT,HikariProxyPreparedStatement.executeUpdate,HikariProxyConnection.commit,HikariProxyConnection.close,SELECT,HikariProxyStatement.close,HikariProxyStatement.executeQuery,HikariProxyConnection.createStatement,GCLockerInitiatedGC_count,GCLockerInitiatedGC_mean,GCLockerInitiatedGC_sum,GCLockerInitiatedGC_upper,G1EvacuationPause_count,G1EvacuationPause_mean,G1EvacuationPause_sum,G1EvacuationPause_upper,MetadataGCThreshold_count,MetadataGCThreshold_mean,MetadataGCThreshold_sum,MetadataGCThreshold_upper,target,value,latency,success
2020-11-02 07:48:15+00:00,0.0,202,10,0,0,7464,5209,2364575744,73.5703125,0.01381683349609375,2.126354217529297,2.1401710510253906,0.0,264014,264015,10,0,1,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.22,0
2020-11-02 07:48:15+00:00,0.0,202,10,0,0,7464,5209,2364575744,73.5703125,0.01381683349609375,2.126354217529297,2.1401710510253906,0.0,264014,264015,10,0,1,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.22,0
2020-11-02 07:48:15+00:00,0.0,202,10,0,0,7464,5209,2364575744,73.5703125,0.01381683349609375,2.126354217529297,2.1401710510253906,0.0,264014,264015,10,0,1,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.22,0
2020-11-02 07:48:16+00:00,0.0,113,8,0,0,7464,5209,2364563456,73.67578125,0.01381683349609375,2.126354217529297,2.1401710510253906,0.0,264023,264023,10,0,0,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.27,0
2020-11-02 07:48:16+00:00,0.0,113,8,0,0,7464,5209,2364563456,73.67578125,0.01381683349609375,2.126354217529297,2.1401710510253906,0.0,264023,264023,10,0,0,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.26,0
2020-11-02 07:48:16+00:00,0.0,113,8,0,0,7464,5209,2364563456,73.67578125,0.01381683349609375,2.126354217529297,2.1401710510253906,0.0,264023,264023,10,0,0,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.24,0
2020-11-02 07:48:16+00:00,0.0,113,8,0,0,7464,5209,2364563456,73.67578125,0.01381683349609375,2.126354217529297,2.1401710510253906,0.0,264023,264023,10,0,0,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.26,0
2020-11-02 07:48:17+00:00,0.0,132,10,0,0,7464,5209,2364956672,73.8125,0.01381683349609375,2.126354217529297,2.1401710510253906,0.0,264033,264034,10,0,1,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.2,0
2020-11-02 07:48:17+00:00,0.0,132,10,0,0,7464,5209,2364956672,73.8125,0.01381683349609375,2.126354217529297,2.1401710510253906,0.0,264033,264034,10,0,1,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.22,0
2020-11-02 07:48:17+00:00,0.0,132,10,0,0,7464,5209,2364956672,73.8125,0.01381683349609375,2.126354217529297,2.1401710510253906,0.0,264033,264034,10,0,1,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.2,0
2020-11-02 07:48:17+00:00,0.0,132,10,0,0,7464,5209,2364956672,73.8125,0.01381683349609375,2.126354217529297,2.1401710510253906,0.0,264033,264034,10,0,1,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.21,0
2020-11-02 07:48:18+00:00,0.0,140,9,0,0,7464,5209,2364977152,73.9609375,0.01381683349609375,2.126354217529297,2.1401710510253906,0.0,264046,264046,10,0,0,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.24,0
2020-11-02 07:48:18+00:00,0.0,140,9,0,0,7464,5209,2364977152,73.9609375,0.01381683349609375,2.126354217529297,2.1401710510253906,0.0,264046,264046,10,0,0,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.22,0
2020-11-02 07:48:18+00:00,0.0,140,9,0,0,7464,5209,2364977152,73.9609375,0.01381683349609375,2.126354217529297,2.1401710510253906,0.0,264046,264046,10,0,0,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.24,0
2020-11-02 07:48:18+00:00,0.0,140,9,0,0,7464,5209,2364977152,73.9609375,0.01381683349609375,2.126354217529297,2.1401710510253906,0.0,264046,264046,10,0,0,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.22,0
2020-11-02 07:48:19+00:00,0.0,149,10,0,0,7465,5209,2365145088,74.1328125,0.01381683349609375,2.126354217529297,2.1401710510253906,0.0,264059,264059,10,0,0,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.24,0
2020-11-02 07:48:19+00:00,0.0,149,10,0,0,7465,5209,2365145088,74.1328125,0.01381683349609375,2.126354217529297,2.1401710510253906,0.0,264059,264059,10,0,0,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.2,0
2020-11-02 07:48:19+00:00,0.0,149,10,0,0,7465,5209,2365145088,74.1328125,0.01381683349609375,2.126354217529297,2.1401710510253906,0.0,264059,264059,10,0,0,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.2,0
2020-11-02 07:48:19+00:00,0.0,149,10,0,0,7465,5209,2365145088,74.1328125,0.01381683349609375,2.126354217529297,2.1401710510253906,0.0,264059,264059,10,0,0,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.19,0
2020-11-02 07:48:19+00:00,0.0,149,10,0,0,7465,5209,2365145088,74.1328125,0.01381683349609375,2.126354217529297,2.1401710510253906,0.0,264059,264059,10,0,0,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.18,0
2020-11-02 07:48:20+00:00,0.0,171,10,0,0,7465,5209,2365456384,74.32421875,0.01381683349609375,2.126354217529297,2.1401710510253906,0.0,264073,264074,10,0,1,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.18,0
2020-11-02 07:48:20+00:00,0.0,171,10,0,0,7465,5209,2365456384,74.32421875,0.01381683349609375,2.126354217529297,2.1401710510253906,0.0,264073,264074,10,0,1,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.2,0
2020-11-02 07:48:20+00:00,0.0,171,10,0,0,7465,5209,2365456384,74.32421875,0.01381683349609375,2.126354217529297,2.1401710510253906,0.0,264073,264074,10,0,1,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.18,0
2020-11-02 07:48:20+00:00,0.0,171,10,0,0,7465,5209,2365456384,74.32421875,0.01381683349609375,2.126354217529297,2.1401710510253906,0.0,264073,264074,10,0,1,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.2,0
2020-11-02 07:48:21+00:00,0.0,179,10,0,0,7465,5209,2365661184,74.48828125,0.01381683349609375,2.126354217529297,2.1401710510253906,0.0,264086,264087,10,0,1,50,4.59886,0.0,0.0,0.0,0.0,29.595946,0.0,0.0,0.0,31.026245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.2,0
2020-11-02 07:48:21+00:00,0.0,179,10,0,0,7465,5209,2365661184,74.48828125,0.01381683349609375,2.126354217529297,2.1401710510253906,0.0,264086,264087,10,0,1,50,4.59886,0.0,0.0,0.0,0.0,29.595946,0.0,0.0,0.0,31.026245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.21,0
2020-11-02 07:48:21+00:00,0.0,179,10,0,0,7465,5209,2365661184,74.48828125,0.01381683349609375,2.126354217529297,2.1401710510253906,0.0,264086,264087,10,0,1,50,4.59886,0.0,0.0,0.0,0.0,29.595946,0.0,0.0,0.0,31.026245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.24,0
2020-11-02 07:48:21+00:00,0.0,179,10,0,0,7465,5209,2365661184,74.48828125,0.01381683349609375,2.126354217529297,2.1401710510253906,0.0,264086,264087,10,0,1,50,4.59886,0.0,0.0,0.0,0.0,29.595946,0.0,0.0,0.0,31.026245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.22,0
2020-11-02 07:48:21+00:00,0.0,179,10,0,0,7465,5209,2365661184,74.48828125,0.01381683349609375,2.126354217529297,2.1401710510253906,0.0,264086,264087,10,0,1,50,4.59886,0.0,0.0,0.0,0.0,29.595946,0.0,0.0,0.0,31.026245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.23,0
2020-11-02 07:48:21+00:00,0.0,179,10,0,0,7465,5209,2365661184,74.48828125,0.01381683349609375,2.126354217529297,2.1401710510253906,0.0,264086,264087,10,0,1,50,4.59886,0.0,0.0,0.0,0.0,29.595946,0.0,0.0,0.0,31.026245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.25,0
2020-11-02 07:48:22+00:00,0.0,179,10,0,0,7465,5209,2365743104,74.6875,0.01381683349609375,2.126354217529297,2.1401710510253906,0.0,264103,264104,10,0,1,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.25,0
2020-11-02 07:48:22+00:00,0.0,179,10,0,0,7465,5209,2365743104,74.6875,0.01381683349609375,2.126354217529297,2.1401710510253906,0.0,264103,264104,10,0,1,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.21,0
2020-11-02 07:48:22+00:00,0.0,179,10,0,0,7465,5209,2365743104,74.6875,0.01381683349609375,2.126354217529297,2.1401710510253906,0.0,264103,264104,10,0,1,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.22,0
2020-11-02 07:48:22+00:00,0.0,179,10,0,0,7465,5209,2365743104,74.6875,0.01381683349609375,2.126354217529297,2.1401710510253906,0.0,264103,264104,10,0,1,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.2,0
2020-11-02 07:48:22+00:00,0.0,179,10,0,0,7465,5209,2365743104,74.6875,0.01381683349609375,2.126354217529297,2.1401710510253906,0.0,264103,264104,10,0,1,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.24,0
2020-11-02 07:48:22+00:00,0.0,179,10,0,0,7465,5209,2365743104,74.6875,0.01381683349609375,2.126354217529297,2.1401710510253906,0.0,264103,264104,10,0,1,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.18,0
2020-11-02 07:48:23+00:00,0.0,192,10,0,0,7466,5210,2366070784,74.87890625,0.01381683349609375,2.126354217529297,2.1401710510253906,0.0,264118,264118,10,0,0,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.18,0
