index,deltaThrottledTime,cpuacct.usage,deltaPeriods,throttledPercent,cache_bytes,swap_bytes,mem_activity_out_mb,mem_usage_bytes,mem_activity_in_mb,vmrss_kb,vmswap_kb,rssfile_kb,rssanon_kb,completedTaskCount,taskCount,corePoolSize,queueSize,activeCount,poolSize,sbp.com.sbt.dataspace.locks.TransactionLockProviderImpl_emtpy,sbp.com.sbt.dataspace.locks.TransactionLockProviderImpl_count:1;commands:c.ProductParty,sbp.com.sbt.dataspace.locks.TransactionLockProviderImpl_count:1;commands:g.Contract,sbp.com.sbt.dataspace.locks.TransactionLockProviderImpl_count:1;commands:c.Contract,sbp.sbt.dataspacecore.lib.packet.processor.PacketExecutorImpl_emtpy,sbp.sbt.dataspacecore.lib.packet.processor.PacketExecutorImpl_count:1;commands:c.ProductParty,sbp.sbt.dataspacecore.lib.packet.processor.PacketExecutorImpl_count:1;commands:g.Contract,sbp.sbt.dataspacecore.lib.packet.processor.PacketExecutorImpl_count:1;commands:c.Contract,sbp.sbt.dataspacecore.module.rpc.PacketRpcServiceImpl_emtpy,sbp.sbt.dataspacecore.module.rpc.PacketRpcServiceImpl_count:1;commands:c.ProductParty,sbp.sbt.dataspacecore.module.rpc.PacketRpcServiceImpl_count:1;commands:g.Contract,sbp.sbt.dataspacecore.module.rpc.PacketRpcServiceImpl_count:1;commands:c.Contract,ProxyDataSource.getConnection,batch,HikariProxyPreparedStatement.close,UPDATE,HikariProxyPreparedStatement.executeQuery,INSERT,HikariProxyPreparedStatement.executeUpdate,HikariProxyConnection.commit,HikariProxyConnection.close,SELECT,HikariProxyStatement.executeQuery,HikariProxyConnection.createStatement,HikariProxyStatement.close,HikariProxyConnection.rollback,G1EvacuationPause_count,G1EvacuationPause_mean,G1EvacuationPause_sum,G1EvacuationPause_upper,GCLockerInitiatedGC_count,GCLockerInitiatedGC_mean,GCLockerInitiatedGC_sum,GCLockerInitiatedGC_upper,MetadataGCThreshold_count,MetadataGCThreshold_mean,MetadataGCThreshold_sum,MetadataGCThreshold_upper,target,value,latency,success
2020-10-30 08:42:56+00:00,0.0,244,10,0,11.21484375,0,80,2264784896,391,2.0946578979492188,0.0,0.016696929931640625,2.077960968017578,2134,2135,10,0,1,31,2.940868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.28,0
2020-10-30 08:42:57+00:00,0.0,323,10,0,11.6015625,0,80,2264883200,392,2.0950279235839844,0.0,0.016696929931640625,2.0783309936523438,2152,2152,10,0,0,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.32,0
2020-10-30 08:42:57+00:00,0.0,323,10,0,11.6015625,0,80,2264883200,392,2.0950279235839844,0.0,0.016696929931640625,2.0783309936523438,2152,2152,10,0,0,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,0.4,0
2020-10-30 08:42:58+00:00,0.0,526,10,0,11.73046875,0,80,2266849280,393,2.0960159301757812,0.0,0.016696929931640625,2.0793190002441406,2171,2172,10,0,1,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.3,0
2020-10-30 08:42:58+00:00,0.0,526,10,0,11.73046875,0,80,2266849280,393,2.0960159301757812,0.0,0.016696929931640625,2.0793190002441406,2171,2172,10,0,1,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.25,0
2020-10-30 08:42:58+00:00,0.0,526,10,0,11.73046875,0,80,2266849280,393,2.0960159301757812,0.0,0.016696929931640625,2.0793190002441406,2171,2172,10,0,1,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.29,0
2020-10-30 08:42:59+00:00,0.0,297,10,0,11.98828125,0,80,2267160576,394,2.096515655517578,0.0,0.016696929931640625,2.0798187255859375,2189,2189,10,0,0,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.22,0
2020-10-30 08:42:59+00:00,0.0,297,10,0,11.98828125,0,80,2267160576,394,2.096515655517578,0.0,0.016696929931640625,2.0798187255859375,2189,2189,10,0,0,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.21,0
2020-10-30 08:42:59+00:00,0.0,297,10,0,11.98828125,0,80,2267160576,394,2.096515655517578,0.0,0.016696929931640625,2.0798187255859375,2189,2189,10,0,0,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.36,0
2020-10-30 08:42:59+00:00,0.0,297,10,0,11.98828125,0,80,2267160576,394,2.096515655517578,0.0,0.016696929931640625,2.0798187255859375,2189,2189,10,0,0,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.2,0
2020-10-30 08:43:00+00:00,0.0,295,10,0,12.375,0,80,2268123136,395,2.0971298217773438,0.0,0.016696929931640625,2.080432891845703,2212,2213,10,0,1,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.21,0
2020-10-30 08:43:00+00:00,0.0,295,10,0,12.375,0,80,2268123136,395,2.0971298217773438,0.0,0.016696929931640625,2.080432891845703,2212,2213,10,0,1,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,0.5,0
2020-10-30 08:43:00+00:00,0.0,295,10,0,12.375,0,80,2268123136,395,2.0971298217773438,0.0,0.016696929931640625,2.080432891845703,2212,2213,10,0,1,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.22,0
2020-10-30 08:43:00+00:00,0.0,295,10,0,12.375,0,80,2268123136,395,2.0971298217773438,0.0,0.016696929931640625,2.080432891845703,2212,2213,10,0,1,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.2,0
2020-10-30 08:43:00+00:00,0.0,295,10,0,12.375,0,80,2268123136,395,2.0971298217773438,0.0,0.016696929931640625,2.080432891845703,2212,2213,10,0,1,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.26,0
2020-10-30 08:43:01+00:00,0.0,337,10,0,12.6328125,0,95,2269802496,396,2.0983047485351562,0.0,0.016696929931640625,2.0816078186035156,2232,2232,10,0,0,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.23,0
2020-10-30 08:43:01+00:00,0.0,337,10,0,12.6328125,0,95,2269802496,396,2.0983047485351562,0.0,0.016696929931640625,2.0816078186035156,2232,2232,10,0,0,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.23,0
2020-10-30 08:43:01+00:00,0.0,337,10,0,12.6328125,0,95,2269802496,396,2.0983047485351562,0.0,0.016696929931640625,2.0816078186035156,2232,2232,10,0,0,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.24,0
2020-10-30 08:43:01+00:00,0.0,337,10,0,12.6328125,0,95,2269802496,396,2.0983047485351562,0.0,0.016696929931640625,2.0816078186035156,2232,2232,10,0,0,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.21,0
2020-10-30 08:43:01+00:00,0.0,337,10,0,12.6328125,0,95,2269802496,396,2.0983047485351562,0.0,0.016696929931640625,2.0816078186035156,2232,2232,10,0,0,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.2,0
2020-10-30 08:43:02+00:00,0.0,286,10,0,12.76171875,0,95,2270187520,396,2.0983657836914062,0.0,0.016696929931640625,2.0816688537597656,2250,2252,10,0,2,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.22,0
2020-10-30 08:43:02+00:00,0.0,286,10,0,12.76171875,0,95,2270187520,396,2.0983657836914062,0.0,0.016696929931640625,2.0816688537597656,2250,2252,10,0,2,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.27,0
2020-10-30 08:43:02+00:00,0.0,286,10,0,12.76171875,0,95,2270187520,396,2.0983657836914062,0.0,0.016696929931640625,2.0816688537597656,2250,2252,10,0,2,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.22,0
2020-10-30 08:43:02+00:00,0.0,286,10,0,12.76171875,0,95,2270187520,396,2.0983657836914062,0.0,0.016696929931640625,2.0816688537597656,2250,2252,10,0,2,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.22,0
2020-10-30 08:43:02+00:00,0.0,286,10,0,12.76171875,0,95,2270187520,396,2.0983657836914062,0.0,0.016696929931640625,2.0816688537597656,2250,2252,10,0,2,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.22,0
2020-10-30 08:43:03+00:00,0.0,420,10,0,13.01953125,0,95,2270416896,397,2.098369598388672,0.0,0.016696929931640625,2.0816726684570312,2274,2274,10,0,0,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.2,0
2020-10-30 08:43:03+00:00,0.0,420,10,0,13.01953125,0,95,2270416896,397,2.098369598388672,0.0,0.016696929931640625,2.0816726684570312,2274,2274,10,0,0,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.28,0
2020-10-30 08:43:03+00:00,0.0,420,10,0,13.01953125,0,95,2270416896,397,2.098369598388672,0.0,0.016696929931640625,2.0816726684570312,2274,2274,10,0,0,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.19,0
2020-10-30 08:43:03+00:00,0.0,420,10,0,13.01953125,0,95,2270416896,397,2.098369598388672,0.0,0.016696929931640625,2.0816726684570312,2274,2274,10,0,0,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.25,0
2020-10-30 08:43:03+00:00,0.0,420,10,0,13.01953125,0,95,2270416896,397,2.098369598388672,0.0,0.016696929931640625,2.0816726684570312,2274,2274,10,0,0,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.24,0
2020-10-30 08:43:03+00:00,0.0,420,10,0,13.01953125,0,95,2270416896,397,2.098369598388672,0.0,0.016696929931640625,2.0816726684570312,2274,2274,10,0,0,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.21,0
2020-10-30 08:43:04+00:00,0.0,452,10,0,13.40625,0,95,2271481856,397,2.0989723205566406,0.0,0.016696929931640625,2.082275390625,2297,2297,10,0,0,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.18,0
2020-10-30 08:43:04+00:00,0.0,452,10,0,13.40625,0,95,2271481856,397,2.0989723205566406,0.0,0.016696929931640625,2.082275390625,2297,2297,10,0,0,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.22,0
2020-10-30 08:43:04+00:00,0.0,452,10,0,13.40625,0,95,2271481856,397,2.0989723205566406,0.0,0.016696929931640625,2.082275390625,2297,2297,10,0,0,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.2,0
2020-10-30 08:43:04+00:00,0.0,452,10,0,13.40625,0,95,2271481856,397,2.0989723205566406,0.0,0.016696929931640625,2.082275390625,2297,2297,10,0,0,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.22,0
2020-10-30 08:43:05+00:00,0.0,274,10,0,14.1796875,0,95,2272645120,399,2.099346160888672,0.0,0.016696929931640625,2.0826492309570312,2323,2323,10,0,0,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.21,0
